Date,Open,High,Low,Close,Volume
2021-08-06,48.73666763305664,48.823333740234375,48.31666564941406,48.40999984741211,19263600
2021-08-09,48.63666534423828,48.82666778564453,48.46666717529297,48.526668548583984,15811800
2021-08-10,48.9900016784668,49.650001525878906,48.75,49.560001373291016,38262000
2021-08-11,49.83666610717773,50.526668548583984,49.720001220703125,50.00333404541016,41455800
2021-08-12,49.66666793823242,50.06999969482422,49.60333251953125,49.686668395996094,18269100
2021-08-13,49.79333114624024,50.119998931884766,49.720001220703125,49.84333419799805,15981300
2021-08-16,49.893333435058594,50.57666778564453,49.68000030517578,50.25,47791500
2021-08-17,50.133331298828125,50.83333206176758,49.70000076293945,50.23333358764648,50950200
2021-08-18,50.18333435058594,50.856666564941406,49.67333221435547,49.70000076293945,28211700
2021-08-19,49.44333267211914,50.220001220703125,49.33333206176758,50.03666687011719,22630500
2021-08-20,50.15999984741211,50.573333740234375,49.91666793823242,50.48333358764648,19400400
2021-08-23,50.5099983215332,50.5966682434082,50.13666534423828,50.150001525878906,16166100
2021-08-24,50.16666793823242,50.16666793823242,49.56666564941406,49.633331298828125,18828900
2021-08-25,49.470001220703125,49.7599983215332,49.34333419799805,49.6533317565918,21921300
2021-08-26,49.15666580200195,49.42333221435547,48.88999938964844,49.11666870117188,23466900
2021-08-27,49.16999816894531,49.22999954223633,48.72666549682617,48.84000015258789,23088600
2021-08-30,48.80666732788086,49.33333206176758,48.67333221435547,49.23333358764648,16440600
2021-08-31,49.33000183105469,49.47999954223633,49.08000183105469,49.36666870117188,25078500
2021-09-01,49.186668395996094,49.310001373291016,48.856666564941406,49.2599983215332,19056600
2021-09-02,49.37333297729492,49.5966682434082,49.22999954223633,49.52000045776367,20018100
2021-09-03,49.400001525878906,49.883331298828125,49.29999923706055,49.75,17211900
2021-09-07,49.65666580200195,49.723331451416016,49.02000045776367,49.09000015258789,25345200
2021-09-08,48.98333358764648,49.43999862670898,48.90999984741211,49.1533317565918,19508400
2021-09-09,49.1533317565918,49.20333480834961,48.61333465576172,48.80666732788086,22328700
2021-09-10,49.06666564941406,49.08000183105469,48.47666549682617,48.630001068115234,15775200
2021-09-13,48.84000015258789,49.04999923706055,48.21333312988281,48.35333251953125,19529400
2021-09-14,48.49333190917969,48.62666702270508,47.973331451416016,48.09999847412109,16533900
2021-09-15,48.02333450317383,48.25,47.93000030517578,48.18333435058594,14850000
2021-09-16,48.14666748046875,48.436668395996094,47.89666748046875,48.34333419799805,18428400
2021-09-17,48.04666519165039,48.720001220703125,48.00666809082031,48.24333190917969,73032600
2021-09-20,47.83333206176758,48.39666748046875,47.206668853759766,47.58000183105469,25054500
2021-09-21,47.56666564941406,48.19333267211914,47.55666732788086,47.67333221435547,17437500
2021-09-22,47.823333740234375,47.86666870117188,47.43000030517578,47.56333160400391,15044400
2021-09-23,47.7400016784668,47.87666702270508,47.48333358764648,47.59000015258789,15585300
2021-09-24,47.5,47.89666748046875,47.49666595458984,47.723331451416016,13360500
