date,AAPL,AMD,AMZN,CMCSA,COST,CSCO,CVX,EMLP,FSTA,GDX,GDXJ,GLD,GOOGL,GS,HYG,IBB,INTC,IYR,JNK,JPM,KXI,LQD,META,MSFT,NVDA,ORCL,PG,QQQ,SIVR,SLV,SPY,T,TMF,TTWO,UPRO,USO,UWT,VDC,VDE,VHT,VNQ,VOO,VTI,VZ,WFC,WMT,XOM
2013-11-13,18.5939,3.5400,17.8110,22.2071,123.1700,24.0000,120.0900,23.1700,25.9400,23.9100,35.4100,122.8500,25.8376,162.9400,92.7700,69.3067,24.6000,64.1700,121.0800,54.1400,43.2400,113.4400,48.7100,38.1600,0.4038,35.0000,83.5000,83.5400,20.2800,19.7800,178.3800,26.4879,114.0750,18.0500,7.1500,271.2000,,111.4600,125.2500,98.1800,66.8200,163.3800,92.5900,49.9900,42.7600,26.3000,92.5900
2013-11-14,18.8629,3.5200,18.3700,22.3477,123.7400,21.3700,119.5600,23.3600,26.1200,24.5500,36.4200,124.2700,25.9067,163.2000,93.0400,69.8233,24.3900,64.6800,121.2900,54.4000,43.4800,114.0600,48.9900,38.0200,0.4055,34.3800,84.3200,83.8000,20.5300,20.0500,179.2700,26.5559,116.1750,18.0000,7.2650,271.4400,,112.1600,126.2100,98.9400,67.2900,164.2900,93.0300,50.2700,43.0900,26.3600,93.2200
2013-11-15,18.7496,3.5000,18.4585,22.3664,124.2900,21.5400,120.0600,23.4900,26.1500,24.1300,35.9800,124.3200,25.8649,164.4000,93.1800,70.7700,24.5200,64.8400,121.5900,54.8700,43.5800,114.0600,49.0100,37.8400,0.4042,34.9200,84.8400,83.9600,20.5000,20.0000,180.0500,26.7598,116.9250,17.9900,7.3600,271.0400,,112.3800,126.9700,99.5200,67.5400,165.0000,93.4400,50.3100,43.5400,26.4067,95.2700
2013-11-18,18.5225,3.4700,18.3090,22.2024,123.3100,21.2900,120.5600,23.4600,26.0700,23.6700,35.2000,122.9000,25.8146,165.6800,92.9100,69.6800,24.6000,64.3900,121.4400,55.7400,43.6050,114.5700,45.8300,37.2000,0.3945,34.9300,84.5700,83.1400,20.1400,19.6700,179.4200,26.8882,118.8750,17.5100,7.2925,268.9600,,111.8900,125.8700,98.9800,67.1200,164.3900,93.0000,50.7600,43.4100,26.4067,95.4500
2013-11-19,18.5554,3.4200,18.2470,22.2399,123.6300,21.4200,122.0600,23.2000,25.9700,23.6900,35.0000,122.9500,25.6557,166.6000,92.8700,69.7433,24.7000,63.9000,121.3800,56.1500,43.5300,114.1700,46.3600,36.7400,0.3860,34.7600,84.3400,82.9000,20.0800,19.6100,179.0300,26.9789,116.1750,17.1300,7.2375,269.7600,,111.5400,125.8800,99.0100,66.6500,164.0700,92.7300,50.7800,43.5600,26.4167,95.4200
2013-11-20,18.3929,3.4200,18.1285,21.9541,122.7600,21.2300,122.0000,23.1400,25.8600,22.8500,33.3800,120.1200,25.5833,165.0000,92.7800,70.3567,24.5600,63.3400,121.2600,56.1000,43.2950,113.6800,46.4300,37.0800,0.3803,34.7500,84.6900,82.7000,19.6000,19.1400,178.4700,26.7372,110.4500,17.0400,7.1733,269.0400,,111.0900,125.5600,99.3700,65.8400,163.5500,92.4400,50.4000,43.6200,26.3000,94.6800
2013-11-21,18.6121,3.3700,18.4460,22.2352,123.8900,21.4700,123.4600,23.2900,25.9400,22.5300,33.1400,119.9400,25.8776,167.0700,93.1000,71.4033,25.2300,63.6800,121.6200,57.2200,43.3650,113.9000,46.7000,37.4000,0.3832,34.9400,84.6700,83.5400,19.7200,19.2400,179.9100,26.6616,110.7500,17.1200,7.3375,273.3600,,111.4800,126.7600,100.0200,66.3500,164.8300,93.2700,50.3800,44.0800,26.2867,94.6900
2013-11-22,18.5643,3.3400,18.6155,23.2052,125.2100,21.4600,124.0300,23.4000,26.0800,22.2500,32.5000,119.9200,25.8231,168.1000,93.1700,73.5433,23.8700,63.4900,121.7400,57.4600,43.4500,114.3000,46.2300,37.5700,0.3795,34.8300,84.9500,83.9900,19.6200,19.1300,180.8100,26.7523,113.8250,16.8600,7.4417,272.3200,,111.9900,127.4800,101.2000,66.0900,165.6700,93.7300,50.2200,44.3600,26.6033,95.0100
2013-11-25,18.7050,3.3900,18.8320,23.3880,125.1700,21.2700,123.7400,23.4700,26.0400,22.2000,32.1500,120.4600,26.1744,169.4800,93.3100,74.2633,23.7500,63.2200,121.9500,57.6500,43.3600,114.5000,44.8200,37.6400,0.3877,34.7800,85.4100,84.1900,19.7700,19.2700,180.6300,26.7145,114.9750,16.9300,7.4383,270.5600,,111.7300,126.3200,101.5700,65.7800,165.5700,93.6300,50.0100,44.4800,26.8100,95.0900
2013-11-26,19.0500,3.4500,19.0685,23.3271,125.1800,21.2100,122.7800,23.3000,26.0000,21.6600,31.5000,119.8200,26.4867,168.0400,93.3800,74.4833,23.6500,63.0400,122.0100,57.1700,43.2150,114.7300,45.8900,37.3500,0.3910,34.9300,84.6400,84.6300,19.6000,19.1300,180.6800,26.6465,116.1000,16.0100,7.4267,269.5200,,111.7200,126.0600,101.3500,65.5500,165.4900,93.7200,50.0500,44.3100,26.8933,94.2700
2013-11-27,19.4986,3.5600,19.3355,23.3271,125.3800,21.2700,122.4200,23.2700,26.0300,21.8100,31.4000,119.4600,26.6044,168.2200,93.3200,74.4433,23.9000,63.6900,122.0100,57.4800,43.2400,114.7500,46.4900,37.6000,0.3925,35.2900,84.2800,85.2200,19.4200,18.9600,181.1200,26.7447,115.6500,16.1500,7.4800,265.5200,,111.9200,125.0400,101.4200,66.1100,165.9400,93.9900,49.9300,44.2700,26.9767,93.8000
2013-11-29,19.8596,3.6400,19.6810,23.3693,125.4300,21.2500,122.4400,23.2100,25.9800,22.2800,32.5000,120.7000,26.5163,168.9400,93.4200,74.7200,23.8400,63.1000,122.2500,57.2200,43.1900,114.6600,47.0100,38.1300,0.3900,35.2900,84.2200,85.7300,19.7200,19.2400,181.0000,26.5937,115.9750,16.3600,7.4633,267.6800,,111.6700,124.9300,101.4200,65.5000,165.7000,93.8600,49.6200,44.0200,27.0033,93.4800
2013-12-02,19.6868,3.6600,19.6150,23.0178,123.6900,21.0900,122.3400,23.1000,25.8700,20.9000,30.2600,117.5800,26.3884,169.7200,93.0000,74.9100,23.7000,62.7700,121.4700,56.9800,42.9750,113.7500,47.0600,38.4500,0.3938,35.0800,83.3400,85.4800,18.9200,18.4600,180.5300,26.2840,113.1250,16.4500,7.4100,269.4400,,111.0800,124.9300,101.4400,65.1200,165.4400,93.6600,49.2600,44.1800,27.0367,93.5200
2013-12-03,20.2257,3.6200,19.2330,22.8538,123.8200,21.2600,122.5200,23.1600,25.9900,20.5700,29.2600,117.9600,26.3579,168.0500,92.9100,73.5533,23.5500,62.7000,121.4400,56.8600,42.9300,114.0400,46.7300,38.3100,0.3935,35.0700,83.8300,85.4100,18.8700,18.4200,179.7500,26.2387,114.2000,16.5000,7.3258,276.0800,,111.6300,125.3200,100.7100,64.9900,164.8000,93.3000,49.6000,43.7300,27.0700,94.3900
2013-12-04,20.1786,3.5700,19.2980,22.9053,122.9700,21.2500,121.7700,23.0000,25.9400,21.2200,30.2300,119.9600,26.4810,168.7000,92.6700,73.5500,23.7400,62.8400,121.1100,57.1900,42.8600,113.6700,48.6200,38.9400,0.3990,35.0700,83.3500,85.4900,19.4500,19.0000,179.7300,26.1329,110.9750,16.6100,7.3017,279.0400,,111.4300,124.9300,100.3300,65.2300,164.6100,93.1700,49.3700,43.7500,26.7400,94.6700
2013-12-05,20.2821,3.6400,19.2245,22.9991,120.9500,20.9100,121.1000,22.9000,25.6800,20.6700,29.1700,118.3000,26.4600,165.5600,92.6000,73.3967,24.2600,62.9100,121.0500,55.8200,42.6200,113.4200,48.3400,38.0000,0.3925,34.8500,82.6900,85.3800,19.1600,18.6900,178.9400,25.8686,110.0250,16.4100,7.2192,279.4400,,110.3900,124.4600,100.1000,65.4600,163.9800,92.9000,48.9100,43.2500,26.4800,94.1300
2013-12-06,20.0007,3.6600,19.3475,23.0881,122.0600,21.2800,122.2900,23.0300,26.0500,20.6600,28.8900,118.5500,26.7735,167.2100,92.8600,74.0033,24.8200,63.4000,121.4400,56.0600,43.0600,113.6600,47.9400,38.3600,0.3868,35.4800,84.5200,86.0000,19.2600,18.7600,180.9400,26.0801,111.4500,16.6400,7.4492,280.4000,,112.0400,124.9000,101.3400,65.9300,165.8400,93.8600,49.4800,44.1100,26.6467,95.6500
2013-12-09,20.2296,3.6300,19.2445,23.0272,121.6600,21.2200,123.3400,22.9000,26.1100,21.2100,29.6900,119.7200,26.9805,167.6700,93.2000,73.8300,24.9300,63.8100,121.8300,56.5100,43.2100,113.8300,48.8400,38.7100,0.3803,35.6000,84.7800,86.3500,19.6100,19.1200,181.4000,26.2009,112.3500,16.8900,7.5050,279.2800,,112.2400,124.9800,101.4200,66.2500,166.2200,94.0700,49.5700,44.3200,26.6500,95.8400
2013-12-10,20.1982,3.7200,19.3890,23.1443,120.0400,21.2100,123.6600,22.7900,25.9000,22.0300,30.9000,121.8200,27.1436,169.7300,93.2000,73.2133,24.8200,63.8100,121.7700,56.7000,42.9600,114.2900,50.2500,38.1100,0.3890,34.8000,83.6500,86.2900,20.1600,19.6600,180.7500,25.9819,114.7000,16.9000,7.4325,282.4800,,111.3000,124.5800,100.9900,66.0800,165.6500,93.7600,49.0500,44.1100,26.3600,95.7100
2013-12-11,20.0486,3.6800,19.1095,22.8022,118.5700,20.8800,122.1000,22.6100,25.9300,21.1900,30.1200,120.8600,26.9592,167.6000,92.9200,71.3967,24.4200,62.4300,121.5600,56.0700,42.7500,113.9700,49.3800,37.6100,0.3853,34.5600,84.0200,85.1800,20.0400,19.5500,178.7200,25.6420,112.1000,16.4900,7.1733,279.8400,,111.2900,122.8100,99.1600,64.5600,163.7700,92.6000,48.4900,43.5200,26.3633,94.2600
2013-12-12,20.0193,3.6900,19.0625,22.8069,118.2200,20.5100,120.9900,22.5900,25.6000,21.0100,29.9000,118.2900,26.7758,168.3300,92.7500,71.9067,24.4700,62.0100,121.4700,56.3100,42.2700,113.7800,51.8300,37.2200,0.3778,33.6000,82.3000,84.9600,19.2800,18.8100,178.1300,25.5967,110.9750,16.4200,7.1117,279.7600,,109.9300,123.4000,98.6500,64.2000,163.2300,92.4300,48.1300,43.5000,26.1667,95.3600
2013-12-13,19.8011,3.6900,19.2120,22.9663,117.9100,20.2400,119.9000,22.6800,25.5600,21.1100,30.2300,119.3800,26.5463,168.3900,92.9000,71.8300,24.2900,62.2600,121.4700,56.1700,42.1900,114.0900,53.3200,36.6900,0.3755,33.2300,82.3700,84.8500,19.4200,18.9500,178.1100,25.5665,112.3000,16.9400,7.0942,277.1200,,109.6800,122.9300,98.7400,64.3600,163.1800,92.4600,47.8400,43.7300,26.0267,95.3100
2013-12-16,19.9107,3.5900,19.4485,23.0740,118.0000,20.6800,120.2200,22.7600,25.5500,21.3800,30.6800,119.6900,26.8514,170.9500,92.9800,71.9667,24.4500,62.3300,121.7100,56.4200,42.3350,114.1800,53.8100,36.8900,0.3760,33.5400,81.6900,85.3200,19.6900,19.2200,179.2200,25.7931,111.4000,17.3600,7.2292,279.5200,,109.8400,124.1500,98.9800,64.5800,164.2200,93.1100,48.2600,43.9800,25.9133,97.2200
2013-12-17,19.8211,3.6500,19.3825,22.9850,117.5500,20.9200,118.7400,22.7400,25.4600,21.1900,30.0600,118.6500,26.7733,170.4900,92.9900,71.1300,24.6600,62.6600,121.8900,55.7200,41.7700,114.5200,54.8600,36.5200,0.3778,33.6300,80.9100,85.1500,19.6300,19.1400,178.6500,25.5665,112.6250,17.4800,7.1575,278.9600,,109.3700,123.4600,98.5100,64.8800,163.6400,92.8300,47.5600,43.5900,25.7500,96.7500
2013-12-18,19.6704,3.6500,19.7980,23.5567,118.5000,21.0000,121.6000,22.7100,25.8400,20.8600,29.8800,117.6100,27.1459,174.8400,93.1500,73.1033,25.1500,63.7600,121.8900,57.2400,42.2600,114.5200,55.5700,36.5800,0.3830,34.6000,82.3800,86.1400,19.4200,19.0900,181.7000,25.9668,110.9500,17.7000,7.5292,280.2400,,111.1500,125.3300,100.6900,66.0300,166.4900,94.3300,48.4700,44.9300,25.9800,99.5400
2013-12-19,19.4450,3.6500,19.7595,23.7957,117.9900,21.0700,123.2200,22.7700,25.8100,20.5000,29.0200,114.8200,27.1827,174.7700,93.0500,72.6633,25.1400,62.9800,121.7400,57.2300,42.1950,114.3500,55.0500,36.2500,0.3845,36.6000,81.9000,85.9000,18.9500,18.4900,181.4900,26.0196,110.8000,17.8000,7.5117,282.5600,,110.8500,125.5400,100.4300,65.1200,166.3400,94.2000,48.4300,45.0200,25.7467,99.4300
2013-12-20,19.6079,3.6900,20.1100,23.8707,118.5300,21.1300,122.7800,22.9600,25.7900,20.5300,29.2800,115.9400,27.5430,175.1600,93.1100,74.5667,25.0600,63.4700,121.8300,57.7000,42.3250,114.8800,55.1200,36.8000,0.3923,36.3700,81.8400,86.5000,19.0900,18.6200,181.5600,25.9063,115.7250,17.5800,7.6367,283.8400,,109.0300,123.8500,99.9900,65.5200,167.1800,94.3300,48.0800,44.9600,25.8100,98.6800
2013-12-23,20.3604,3.7500,20.1460,23.8941,118.6900,21.5700,122.8000,23.1300,25.8000,20.3900,28.8500,115.5700,27.9054,176.4700,93.1800,75.3400,25.3200,62.9700,121.9500,58.2400,42.4450,114.7000,57.7700,36.6200,0.3945,36.9300,81.3100,87.4100,19.1800,18.7200,182.5300,26.2009,113.9500,17.7300,7.7525,282.8800,,108.9800,123.9000,100.4600,65.6500,168.9500,94.8900,48.5800,45.2100,25.9567,98.5100
2013-12-24,20.2739,3.7700,19.9600,24.0300,118.6900,21.6900,123.5100,23.2400,25.8300,21.0300,29.9600,116.1000,27.8238,176.1600,93.1300,75.1667,25.4300,63.0800,122.0400,58.2500,42.5050,114.6700,57.9600,37.0800,0.3955,37.3200,81.3100,87.4500,19.2500,18.7600,182.9300,26.3973,111.2000,17.6700,7.8108,283.9200,,109.1200,124.7400,100.4500,64.7000,167.6500,95.1500,48.9800,45.3900,26.0033,99.2200
2013-12-26,20.1393,3.8000,20.2195,24.1378,118.6300,21.8000,124.8100,23.3100,25.9300,21.0500,29.9500,116.7400,27.9645,176.4500,92.7500,75.7467,25.7000,63.1500,122.1000,58.2000,42.6900,114.2400,57.7300,37.4400,0.3918,37.6900,81.7600,87.7400,19.5000,19.0200,183.8600,26.5559,109.7500,17.8800,7.9283,285.2000,,109.5300,125.6600,100.9800,64.7500,168.4300,95.6000,49.1800,45.5400,26.1300,100.9000
2013-12-27,20.0032,3.7800,19.9040,24.2690,118.5300,22.0200,125.2300,23.3200,26.0000,21.2500,30.7200,117.1200,27.9880,176.3500,92.7400,75.3067,25.6000,63.2300,121.5000,58.1400,42.9500,114.1400,55.4400,37.2900,0.3940,37.9800,82.0100,87.5200,19.7700,19.2700,183.8500,26.5710,108.7750,17.6800,7.9233,286.7200,,109.8300,126.3800,100.9300,64.8900,168.4400,95.5400,49.1700,45.5000,26.1567,101.5100
2013-12-30,19.8043,3.8500,19.6685,24.3065,118.7700,22.2500,124.2300,23.4200,26.0600,20.6400,30.1000,115.3900,27.7643,175.7300,92.8200,75.6133,25.8500,63.2800,121.5300,57.9500,43.0750,114.4800,53.7100,37.2900,0.3993,37.9900,82.0000,87.3900,19.3500,18.8500,183.8200,26.5861,111.0000,17.4000,7.9158,284.2400,,110.1500,125.4300,101.0900,64.9100,168.3700,95.5700,49.1500,45.5000,26.2100,100.3100
2013-12-31,20.0364,3.8700,19.9395,24.3533,119.0200,22.4300,124.9100,23.4900,26.0500,21.1300,31.0500,116.1200,28.0458,177.2600,92.8800,75.6867,25.9600,63.0800,121.6800,58.4800,43.0900,114.1900,54.6500,37.4100,0.4005,38.2600,81.4100,87.9600,19.2000,18.7100,184.6900,26.5559,109.0000,17.3700,8.0258,282.5600,,110.0800,126.4300,101.1000,64.5600,169.1500,95.9200,49.1400,45.4000,26.2300,101.2000
2014-01-02,19.7546,3.9500,19.8985,24.1097,117.8100,22.0000,124.1400,23.2000,25.8100,22.0300,32.7000,118.0000,27.8559,176.8900,93.0400,75.6967,25.7900,62.9800,121.5900,58.2100,42.3950,114.4100,54.7100,37.1600,0.3965,37.8400,80.5400,87.2700,19.7200,19.2300,182.9200,26.3973,110.1000,17.5300,7.7967,273.8400,,108.8900,124.6200,100.5800,64.5700,167.6300,95.0800,49.0000,45.0200,26.3033,99.7500
2014-01-03,19.3207,4.0000,19.8220,23.9316,117.2900,21.9800,124.3500,23.1900,25.7500,21.8300,32.6500,119.2900,27.6527,178.1500,93.0100,75.3433,25.7800,63.3500,121.6800,58.6600,42.4800,114.5800,54.5600,36.9100,0.3918,37.6200,80.4500,86.6400,19.9200,19.4200,182.8900,26.2840,110.1500,17.6300,7.7833,270.0000,,108.7500,124.3200,100.8100,64.9300,167.4800,95.0600,48.4200,45.3400,26.2167,99.5100
2014-01-06,19.4261,4.1300,19.6815,23.9082,116.4000,22.0100,124.0200,23.1300,25.6600,21.9300,32.7900,119.5000,27.9610,179.3700,93.2100,74.6067,25.4600,63.6100,121.9200,59.0000,42.3800,114.8300,57.2000,36.1300,0.3970,37.4700,80.6400,86.3200,19.9200,19.4200,182.3600,26.4048,111.2000,17.6000,7.7317,268.5600,,108.2700,124.2900,100.4000,65.2600,167.0600,94.8100,48.6900,45.4200,26.0700,99.6600
2014-01-07,19.2871,4.1800,19.9015,24.7563,115.8600,22.3100,125.0700,23.1800,25.8000,21.9700,32.4600,118.8200,28.5000,178.2900,93.2100,75.6433,25.5900,63.8300,121.9500,58.3200,42.4950,114.7400,57.9200,36.4100,0.4035,37.8500,81.4200,87.1200,19.6100,19.1300,183.4800,26.3973,112.1500,18.1100,7.8658,268.6400,,108.9000,125.2600,101.5700,65.5500,168.1000,95.4200,49.3000,45.4000,26.1500,101.0700
2014-01-08,19.4093,4.1800,20.0960,24.7188,114.0500,22.2900,123.2900,23.1100,25.6100,21.6100,31.7100,118.1200,28.5593,178.4400,93.1500,77.1933,25.4300,63.7300,121.9200,58.8700,42.1250,114.2500,58.2300,35.7600,0.4090,37.7200,80.2400,87.3100,19.3000,18.8300,183.5200,25.8610,111.3250,17.8000,7.8742,265.2800,,108.2000,124.4500,102.5600,65.2300,168.1700,95.4900,48.5000,45.9200,25.9433,100.7400
2014-01-09,19.1614,4.0900,20.0505,24.7798,118.5100,22.0900,123.2900,23.1700,25.7300,21.2700,31.0900,118.4600,28.2843,177.4000,93.2900,78.1600,25.3100,63.7000,122.0700,58.7600,42.1250,114.5100,57.2200,35.5300,0.3938,37.6500,80.4200,87.0200,19.3000,18.8400,183.6400,25.3323,113.0750,17.6700,7.8800,264.6400,,108.6200,124.0200,103.4800,65.2300,168.2700,95.5700,47.5000,46.1600,26.0300,99.7600
2014-01-10,19.0336,4.1700,19.8830,25.0890,117.8500,22.2200,121.0100,23.2300,25.7500,22.0100,32.7000,120.2600,28.2828,178.3900,93.5700,79.5767,25.5300,64.4600,122.3700,58.4900,42.3200,115.1300,57.9400,36.0400,0.3932,38.1100,80.3000,87.3000,19.8600,19.3800,184.1400,25.3927,117.1250,17.6400,7.9475,265.5200,,108.7700,124.2300,104.1400,66.1200,168.6600,95.8400,47.7500,45.9400,26.0133,100.5200
2014-01-13,19.1332,4.1300,19.5490,24.4424,114.7700,22.1900,119.2500,23.1100,25.5800,22.6500,34.5000,121.0200,28.1026,175.8800,93.4700,78.5033,25.5000,64.0400,122.3400,57.7000,42.0700,115.3500,55.9100,34.9800,0.3840,37.7500,80.0100,86.0100,20.1600,19.6800,181.6900,25.1511,118.9750,17.4600,7.6383,262.4800,,107.9600,121.8200,103.3200,65.6800,166.5200,94.6300,47.0300,45.5600,25.8300,98.5500
2014-01-14,19.5139,4.3000,19.8770,24.7470,116.2300,22.4100,119.5700,23.1200,25.7100,22.1000,33.7600,119.8900,28.7638,176.6000,93.6100,81.3500,26.5100,64.4400,122.4600,57.7400,42.3900,115.0100,57.7400,35.7800,0.3960,38.2100,80.8700,87.6500,19.9200,19.4200,183.6700,25.2870,117.2750,17.1700,7.8767,264.3200,,108.5900,123.3300,104.7100,66.1600,168.2500,95.6700,47.0800,45.5900,25.9867,99.1200
2014-01-15,19.9057,4.4700,19.7935,25.3374,116.2400,22.7800,119.1800,23.1100,25.7000,22.3900,34.0700,119.6600,28.7442,178.7500,93.8000,81.0467,26.6700,64.7400,122.6700,59.4900,42.2850,115.0400,57.6000,36.7600,0.4002,38.4100,80.7900,88.3700,19.8900,19.4000,184.6600,25.5211,117.0750,16.9600,8.0075,270.1600,,108.5300,123.0000,104.7200,66.6600,169.2000,96.1500,48.2700,46.4000,25.8867,98.7800
2014-01-16,19.7946,4.3800,19.7900,25.0890,115.5600,22.7800,118.8300,23.2300,25.6700,22.6200,34.5400,119.7900,28.9344,175.1700,93.7600,82.1267,26.5400,64.8900,122.7000,58.9900,42.3300,115.3100,57.1900,36.8900,0.4015,38.2900,80.5600,88.3800,19.8100,19.3500,184.4200,25.6495,119.1250,16.6800,7.9742,269.2000,,108.3400,123.1700,105.0300,66.7800,168.9400,96.0800,48.5300,46.3900,25.5867,98.9400
2014-01-17,19.3096,4.1800,19.9805,25.0890,116.2900,22.7400,119.2900,23.3100,25.4900,23.3300,36.5800,120.9300,28.7920,176.2800,93.7800,82.4767,25.8500,64.6800,122.8200,58.1100,42.1000,115.4400,56.3000,36.3800,0.3997,38.2100,79.8800,87.8800,20.0100,19.5100,183.6400,25.4532,120.6500,17.0500,7.8708,269.5200,,107.5300,123.0600,104.9900,66.3900,168.2100,95.7100,48.3500,46.3900,25.3967,99.1600
2014-01-21,19.6096,4.1700,20.3525,24.9813,114.9300,22.8300,120.3600,23.4300,25.5500,23.7000,37.9800,119.7000,29.1216,173.2000,93.9000,83.9967,25.5900,65.1300,122.8500,58.1700,42.4300,115.2800,58.5100,36.1700,0.4013,38.1100,80.1800,88.5500,19.6400,19.1700,184.1800,25.3550,120.9250,17.3900,7.9400,271.9200,,107.9000,123.7700,105.6400,66.9900,168.7400,96.0300,47.7000,46.5000,25.2800,98.5000
2014-01-22,19.6968,3.6700,20.2270,25.1828,113.7500,22.8400,120.4300,23.5300,25.6000,23.0900,36.2500,119.1900,29.1547,173.6800,93.7600,84.5800,25.3100,65.3000,122.7600,57.5900,42.5950,115.0000,57.5100,35.9300,0.4008,37.9800,79.2300,88.7800,19.5000,19.0300,184.3000,25.1813,120.1750,18.6500,7.9575,276.4800,,107.9800,124.4200,105.6800,67.2800,168.8400,96.2100,47.3300,46.6700,25.1167,97.8800
2014-01-23,19.8636,3.6200,19.9935,24.8735,112.8000,22.5600,118.3900,23.4700,25.3300,23.7200,37.1000,121.7900,29.0315,170.7500,93.6400,84.2467,25.1300,65.2700,122.6700,56.4700,42.2550,115.4400,56.6300,36.0600,0.3993,38.1500,78.2400,88.4800,19.7500,19.2600,182.7900,25.5287,125.3000,18.5200,7.7667,277.7600,,107.0000,122.9800,105.0300,67.1200,167.4800,95.3800,47.8600,46.3500,24.9867,96.9700
2014-01-24,19.5025,3.4700,19.3800,24.5548,112.1300,22.2000,116.2900,23.2700,25.1200,23.6700,36.2600,122.2900,28.1239,167.6400,93.0200,81.3400,24.8100,64.3100,121.7700,55.0900,41.5300,115.3600,54.4500,36.8100,0.3890,37.1100,79.1800,86.7400,19.6200,19.1600,178.8900,25.2417,127.4750,18.4600,7.2575,276.6400,,105.9000,120.3000,102.5200,66.2800,163.8800,93.3200,47.6300,45.4800,24.8067,94.8500
2014-01-27,19.6607,3.4100,19.3140,24.5970,113.0800,22.0000,116.4300,23.2000,25.0300,22.8900,34.3600,120.9600,27.5583,164.6900,92.9900,79.5333,24.7200,63.9200,121.7100,55.0900,41.4350,115.1400,53.5500,36.0300,0.3865,36.4900,78.4700,85.9000,19.3600,18.8900,178.0100,25.3097,124.9000,18.2400,7.1542,273.8400,,105.5500,119.6900,101.4900,65.7700,163.0800,92.7200,47.6900,45.5300,24.7167,94.9200
2014-01-28,18.0893,3.5400,19.7215,25.0000,114.3800,21.7500,116.8400,23.2800,25.1800,23.4000,35.3000,120.9500,28.1034,166.2500,93.4000,81.2800,24.9000,64.5700,122.4000,55.7400,41.5900,115.7000,55.1400,36.2700,0.3902,37.1000,79.1100,85.8500,19.3100,18.8500,179.0700,25.4532,126.0000,18.6200,7.2800,277.5200,,106.2900,120.7200,102.9000,66.3200,164.0900,93.3700,47.3600,45.9600,24.8900,95.6500
2014-01-29,17.8839,3.4800,19.2100,24.8641,112.2300,21.6500,116.0000,23.1600,24.7200,24.0100,36.8100,122.4700,27.7007,163.9000,93.1200,80.9333,24.6800,64.2700,122.1600,55.5300,40.8550,115.9300,53.5300,36.6600,0.3865,36.9700,77.6400,84.9300,19.5200,19.0200,177.3500,25.1586,128.9000,18.3600,7.0625,277.8400,,104.3500,120.0700,102.0400,65.9600,162.3800,92.4100,47.6900,45.5900,24.7000,95.1100
2014-01-30,17.8493,3.4800,20.1505,25.3936,112.7300,21.9800,116.4500,23.4600,24.8000,23.4900,35.4500,119.7700,28.4132,165.8400,93.2800,83.3200,24.7400,65.0500,122.4300,56.0000,40.8250,115.9900,61.0800,36.8600,0.3930,37.4000,76.8700,86.5000,18.9200,18.4900,179.2300,25.1888,128.0250,19.0500,7.3017,279.6000,,104.6500,120.3600,103.8500,66.9600,164.2000,93.4900,47.6300,46.0500,24.9167,93.9900
2014-01-31,17.8786,3.4300,17.9345,25.5155,112.3600,21.9100,111.6300,23.6500,24.6800,23.4800,35.3900,120.0900,29.5538,164.1200,93.2500,81.9700,24.5400,65.2500,122.3700,55.3600,40.5400,116.3400,62.5700,37.8400,0.3925,36.9000,76.6200,86.2700,18.9200,18.4500,178.1800,25.1662,130.2250,19.1800,7.1658,278.4000,,104.2200,118.6800,102.9900,67.3200,163.1800,92.8800,48.0200,45.3400,24.8933,92.1600
2014-02-03,17.9118,3.3300,17.3075,24.7282,110.1800,21.5500,111.1400,23.4100,24.1200,23.3000,35.3900,121.3200,28.3641,159.8200,92.5100,79.4767,23.9500,64.3000,121.2600,54.3100,39.8400,116.7400,61.4800,36.4800,0.3873,35.8400,75.7000,84.2900,19.1000,18.6100,174.1700,24.1314,135.0750,18.9000,6.6808,276.1600,,101.8400,116.5400,100.6300,66.2500,159.6100,90.7000,46.4100,44.4300,24.2200,90.0500
2014-02-04,18.1711,3.3700,17.3975,25.0797,110.8900,21.8000,110.8300,23.3900,24.3000,23.5900,36.6000,120.9900,28.4825,161.7600,92.6200,80.3367,23.8200,64.9700,121.2300,54.9500,40.0650,116.1800,62.7500,36.3500,0.3895,35.9600,76.0900,84.9100,19.2300,18.7500,175.3900,24.5091,131.1500,17.0600,6.8158,277.9200,,102.4300,117.5000,101.6300,67.0500,160.6900,91.3900,46.8200,44.7700,24.2433,90.0200
2014-02-05,18.3068,3.3100,17.3225,25.0141,110.5100,21.9800,109.5200,23.3500,24.2900,23.2100,36.0400,121.2900,28.6086,160.4200,92.6200,78.9833,23.5200,64.9500,121.2600,55.2100,40.1950,115.8100,62.1900,35.8200,0.3860,35.9500,76.4500,84.6900,19.5800,19.0700,175.1700,24.2296,127.4500,18.0000,6.7925,277.6800,,102.4300,116.3300,101.0400,66.9100,160.4200,91.2500,46.6900,44.2300,24.2900,89.5800
